site,species,subject_site,age,cup_distance,task_experience,board_size,test_situation,session,block,trial,delay,hiding_location,pick,correct,researcher,life_expectancy,norm_age
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,1,2,4,medium,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,1,2,5,medium,3,3,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,1,2,6,medium,1,1,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,1,3,7,short,3,3,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,1,3,8,short,1,1,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,1,3,9,short,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,1,1,1,short,2,2,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,1,1,2,short,3,3,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,1,1,3,short,1,1,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,1,2,4,medium,2,2,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,1,2,5,medium,1,3,0,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,1,2,6,medium,3,3,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,1,3,7,long,2,2,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,1,3,8,long,1,1,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,1,3,9,long,3,3,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,1,1,1,medium,2,3,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,1,2,2,long,3,2,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,1,2,3,long,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,1,2,4,long,2,1,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,1,3,5,short,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,1,3,6,short,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,1,3,7,short,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,1,1,1,long,2,2,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,1,1,2,long,1,2,0,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,1,1,3,long,3,2,0,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,1,2,4,medium,3,3,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,1,2,5,medium,2,1,0,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,1,2,6,medium,1,2,0,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,1,3,7,short,2,2,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,1,3,8,short,3,3,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,1,3,9,short,1,1,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,1,1,1,medium,2,2,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,1,1,2,medium,1,1,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,1,1,3,medium,3,3,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,1,2,4,short,2,2,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,1,2,5,short,3,2,0,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,1,2,6,short,1,1,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,1,3,7,long,2,2,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Edith_edi,22,18.5,no,64,group,1,1,1,long,2,2,1,call,59.4,0.28410388646435886
edinburgh,chimpanzee,Edith_edi,22,18.5,no,64,group,1,1,2,long,1,1,1,call,59.4,0.28410388646435886
edinburgh,chimpanzee,Edith_edi,22,18.5,no,64,group,1,1,3,long,3,1,0,call,59.4,0.28410388646435886
edinburgh,chimpanzee,Edith_edi,22,18.5,no,64,group,1,2,4,short,3,1,0,call,59.4,0.28410388646435886
edinburgh,chimpanzee,Edith_edi,22,18.5,no,64,group,1,2,5,short,1,1,1,call,59.4,0.28410388646435886
edinburgh,chimpanzee,Edith_edi,22,18.5,no,64,group,1,2,6,short,2,2,1,call,59.4,0.28410388646435886
edinburgh,chimpanzee,Edith_edi,22,18.5,no,64,group,1,3,7,medium,1,1,1,call,59.4,0.28410388646435886
edinburgh,chimpanzee,Edith_edi,22,18.5,no,64,group,1,3,8,medium,3,2,0,call,59.4,0.28410388646435886
edinburgh,chimpanzee,Edith_edi,22,18.5,no,64,group,1,3,9,medium,2,1,0,call,59.4,0.28410388646435886
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,2,1,10,short,3,3,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,2,1,11,short,1,1,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,2,1,12,short,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,2,2,13,long,3,2,0,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,2,2,14,long,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,2,2,15,long,1,1,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,2,3,16,medium,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,2,3,17,medium,3,3,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,2,3,18,medium,1,1,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,David_edi,43,18.5,no,64,group,2,1,9,short,2,2,1,call,59.4,2.2337242384328624
edinburgh,chimpanzee,David_edi,43,18.5,no,64,group,2,1,10,short,3,2,0,call,59.4,2.2337242384328624
edinburgh,chimpanzee,David_edi,43,18.5,no,64,group,2,1,11,short,1,2,0,call,59.4,2.2337242384328624
edinburgh,chimpanzee,David_edi,43,18.5,no,64,group,2,2,12,medium,1,1,1,call,59.4,2.2337242384328624
edinburgh,chimpanzee,David_edi,43,18.5,no,64,group,2,2,13,medium,3,2,0,call,59.4,2.2337242384328624
edinburgh,chimpanzee,David_edi,43,18.5,no,64,group,2,2,14,medium,2,2,1,call,59.4,2.2337242384328624
edinburgh,chimpanzee,David_edi,43,18.5,no,64,group,2,3,15,long,1,1,1,call,59.4,2.2337242384328624
edinburgh,chimpanzee,David_edi,43,18.5,no,64,group,2,3,16,long,2,2,1,call,59.4,2.2337242384328624
edinburgh,chimpanzee,David_edi,43,18.5,no,64,group,2,3,17,long,3,2,0,call,59.4,2.2337242384328624
edinburgh,chimpanzee,Louis_edi,42,18.5,no,64,group,1,1,1,medium,2,1,0,call,59.4,2.1408851740534094
edinburgh,chimpanzee,Louis_edi,42,18.5,no,64,group,1,1,2,medium,3,2,0,call,59.4,2.1408851740534094
edinburgh,chimpanzee,Louis_edi,42,18.5,no,64,group,1,1,3,medium,1,2,0,call,59.4,2.1408851740534094
edinburgh,chimpanzee,Louis_edi,42,18.5,no,64,group,1,2,4,long,1,1,1,call,59.4,2.1408851740534094
edinburgh,chimpanzee,Louis_edi,42,18.5,no,64,group,1,2,5,long,3,1,0,call,59.4,2.1408851740534094
edinburgh,chimpanzee,Louis_edi,42,18.5,no,64,group,1,2,6,long,2,2,1,call,59.4,2.1408851740534094
edinburgh,chimpanzee,Louis_edi,42,18.5,no,64,group,1,3,7,short,2,2,1,call,59.4,2.1408851740534094
edinburgh,chimpanzee,Louis_edi,42,18.5,no,64,group,1,3,8,short,1,1,1,call,59.4,2.1408851740534094
edinburgh,chimpanzee,Louis_edi,42,18.5,no,64,group,1,3,9,short,3,3,1,call,59.4,2.1408851740534094
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,1,1,1,long,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,1,1,2,long,2,1,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,1,1,3,long,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,1,2,4,short,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,1,2,5,short,1,2,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,1,2,6,short,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,1,3,7,medium,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,1,3,8,medium,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,1,3,9,medium,2,1,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,2,1,10,short,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,2,1,11,short,2,1,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,2,1,12,short,3,1,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,2,2,13,long,3,1,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,2,2,14,long,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,2,2,15,long,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,2,3,16,medium,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,2,3,17,medium,3,1,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,2,3,18,medium,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,3,1,19,long,1,1,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,3,1,20,long,3,3,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,3,1,21,long,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,3,2,22,short,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,3,2,23,short,1,1,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,3,2,24,short,3,3,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,3,3,25,medium,1,1,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,3,3,26,medium,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,3,3,27,medium,3,3,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,2,1,10,short,2,2,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,2,1,11,short,3,3,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,2,1,12,short,1,1,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,2,2,13,long,3,3,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,2,2,14,long,1,3,0,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,2,2,15,long,2,1,0,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,2,3,16,medium,1,1,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,2,3,17,medium,3,2,0,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,2,3,18,medium,2,2,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,1,1,1,medium,2,1,0,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,1,1,2,medium,3,2,0,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,1,1,3,medium,1,1,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,1,2,4,long,3,3,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,1,2,5,long,2,2,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,1,2,6,long,1,1,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,1,3,7,short,2,1,0,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,1,3,8,short,3,1,0,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,1,3,9,short,1,1,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,2,1,8,short,2,2,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,2,1,9,short,1,1,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,2,1,10,short,3,3,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,2,2,11,medium,2,2,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,2,2,12,medium,3,1,0,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,2,2,13,medium,1,1,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,2,3,14,long,2,2,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,2,3,15,long,3,2,0,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Qafzeh_edi,26,18.5,no,64,group,2,3,16,long,1,1,1,call,59.4,0.6554601439821689
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,2,1,8,long,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,2,1,9,long,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,2,1,10,long,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,2,2,11,medium,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,2,2,12,medium,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,2,2,13,medium,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,2,3,14,short,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,2,3,15,short,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,2,3,16,short,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,2,1,10,medium,2,2,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,2,1,11,medium,1,2,0,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,2,1,12,medium,3,3,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,2,2,13,short,3,2,0,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,2,2,14,short,1,1,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,2,2,15,short,2,2,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,2,3,16,long,1,1,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,2,3,17,long,2,2,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,2,3,18,long,3,2,0,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,1,1,1,medium,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,1,1,2,medium,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,1,1,3,medium,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,1,2,4,long,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,1,2,5,long,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,1,2,6,long,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,1,3,7,short,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,1,3,8,short,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,1,3,9,short,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,2,1,10,long,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,2,1,11,long,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,2,1,12,long,3,2,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,2,2,13,short,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,2,2,14,short,3,2,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,2,2,15,short,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,2,3,16,medium,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,2,3,17,medium,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Rene_edi,25,18.5,no,64,group,2,3,18,medium,3,2,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,4,1,28,medium,3,3,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,4,1,29,medium,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,4,1,30,medium,1,1,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,4,2,31,short,3,3,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,4,2,32,short,1,2,0,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,4,2,33,short,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,4,3,34,long,3,2,0,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,4,3,35,long,2,2,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Sophie_edi,37,18.5,no,64,group,4,3,36,long,1,1,1,call,59.4,1.676689852156147
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,3,1,19,short,2,2,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,3,1,20,short,1,1,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,3,1,21,short,3,3,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,3,2,22,long,3,3,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,3,2,23,long,1,2,0,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,3,2,24,long,2,1,0,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,3,3,25,medium,1,1,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,3,3,26,medium,3,3,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,3,3,27,medium,2,2,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,3,1,17,short,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,3,1,18,short,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,3,1,19,short,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,3,2,20,medium,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,3,2,21,medium,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,3,2,22,medium,3,2,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,3,3,23,long,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,3,3,24,long,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Kalimi_edi,25,18.5,no,64,group,3,3,25,long,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,2,1,10,long,2,2,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,2,1,11,long,3,2,0,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,2,1,12,long,1,2,0,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,2,2,13,medium,3,3,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,2,2,14,medium,2,2,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,2,2,15,medium,1,1,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,2,3,16,short,3,3,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,2,3,17,short,1,1,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Eva_edi,38,18.5,no,64,group,2,3,18,short,2,2,1,call,59.4,1.7695289165355992
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,3,1,19,medium,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,3,1,20,medium,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,3,1,21,medium,3,1,0,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,3,2,22,short,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,3,2,23,short,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,3,2,24,short,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,3,3,25,long,1,1,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,3,3,26,long,3,3,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Paul_edi,25,18.5,no,64,group,3,3,27,long,2,2,1,call,59.4,0.5626210796027165
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,3,1,19,short,2,2,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,3,1,20,short,3,3,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,3,1,21,short,1,1,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,3,2,22,medium,2,2,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,3,2,23,medium,1,1,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,3,2,24,medium,3,2,0,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,3,3,25,long,2,2,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,3,3,26,long,1,1,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Liberius_edi,19,18.5,no,64,group,3,3,27,long,3,3,1,call,59.4,0.005586693326000945
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,4,1,28,long,1,1,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,4,1,29,long,3,3,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,4,1,30,long,2,2,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,4,2,31,medium,1,2,0,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,4,2,32,medium,2,2,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,4,2,33,medium,3,3,1,call,59.4,-1.386999272365787
edinburgh,chimpanzee,Velu_edi,4,18.5,no,64,group,4,3,34,short,1,1,1,call,59.4,-1.386999272365787
